ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	CBGroupList	ExampleSit	ExpList	ExpList.Cycle	ExpList.Sample	GroupDescription	GroupNR	InstrMIP3.ACC	InstrMIP3.CRESP	InstrMIP3.DurationError	InstrMIP3.OnsetDelay	InstrMIP3.OnsetTime	InstrMIP3.OnsetToOnsetTime	InstrMIP3.RESP	InstrMIP3.RT	InstrMIP3.RTTime	IntExpList	IntExpList.Cycle	IntExpList.Sample	MoodDes	MoodDes2	MoodDes3	MoodDesLW	Procedure[Block]	resp	Running[Block]	Task	Trial	AffectGrid	AffectGrid.Cycle	AffectGrid.Sample	Arousal	MoodQuestions	MoodQuestions.Cycle	MoodQuestions.Sample	Pleasure	Procedure[Trial]	Question	QuestSlide.RESP	QuestSlide.RT	Running[Trial]
Mood	124	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T15:17:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312695</Frequency><Timestamp dt:dt="r8">91390938738</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T15:17:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-124-1	60.005	1.0.0.399	1	1197291934	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 15:17:09	16:17:09	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	3					3	1	3		MoodQuestProc	How much did the music help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	4	4227	MoodQuestions
Mood	124	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T15:17:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312695</Frequency><Timestamp dt:dt="r8">91390938738</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T15:17:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-124-1	60.005	1.0.0.399	1	1197291934	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 15:17:09	16:17:09	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	4					4	1	4		MoodQuestProc	How much did your own memory help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	6	6341	MoodQuestions
Mood	124	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T15:17:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312695</Frequency><Timestamp dt:dt="r8">91390938738</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T15:17:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-124-1	60.005	1.0.0.399	1	1197291934	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 15:17:09	16:17:09	2.0.10.252	6			4	1	4																			Mood	a	ExpList	Mood3	1	1	3	3	4				3	AffectGridProc				AffectGrid
Mood	125	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312724</Frequency><Timestamp dt:dt="r8">77216575895</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-125-1	60.005	1.0.0.399	1	-92178076	Professional	2.0.10.356	2.0.10.356	03-29-2019	29-3-2019 14:09:35	15:09:35	2.0.10.252	1	1	It’s your birthday and your friends throw you an amazing surprise party! All of your favorite people are there, and they are having a great time together with you, doing the best imaginable birthday activities. 				E	1										1	1	1	excited			an excited	InitializeProc		IntExpList															
Mood	125	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312724</Frequency><Timestamp dt:dt="r8">77216575895</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-125-1	60.005	1.0.0.399	1	-92178076	Professional	2.0.10.356	2.0.10.356	03-29-2019	29-3-2019 14:09:35	15:09:35	2.0.10.252	2																	2	1	2					Mood		IntExpList		1	1	1	1	7				8	AffectGridProc				AffectGrid
Mood	125	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312724</Frequency><Timestamp dt:dt="r8">77216575895</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-125-1	60.005	1.0.0.399	1	-92178076	Professional	2.0.10.356	2.0.10.356	03-29-2019	29-3-2019 14:09:35	15:09:35	2.0.10.252	3	1	It’s your birthday and your friends throw you an amazing surprise party! All of your favorite people are there, and they are having a great time together with you, doing the best imaginable birthday activities. 	1	1	1	E	1	1		0	0	87667	600049		0	0				excited			an excited	MoodProc	?	ExpList	Music														
Mood	125	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312724</Frequency><Timestamp dt:dt="r8">77216575895</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-125-1	60.005	1.0.0.399	1	-92178076	Professional	2.0.10.356	2.0.10.356	03-29-2019	29-3-2019 14:09:35	15:09:35	2.0.10.252	4			2	1	2																			Mood	a	ExpList	Mood2	1	1	2	2	7				7	AffectGridProc				AffectGrid
Mood	125	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312724</Frequency><Timestamp dt:dt="r8">77216575895</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-125-1	60.005	1.0.0.399	1	-92178076	Professional	2.0.10.356	2.0.10.356	03-29-2019	29-3-2019 14:09:35	15:09:35	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	1					1	1	1		MoodQuestProc	How difficult did you find it to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	3	9003	MoodQuestions
Mood	125	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312724</Frequency><Timestamp dt:dt="r8">77216575895</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-125-1	60.005	1.0.0.399	1	-92178076	Professional	2.0.10.356	2.0.10.356	03-29-2019	29-3-2019 14:09:35	15:09:35	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	2					2	1	2		MoodQuestProc	How much did the example story help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	2	3559	MoodQuestions
Mood	125	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312724</Frequency><Timestamp dt:dt="r8">77216575895</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-125-1	60.005	1.0.0.399	1	-92178076	Professional	2.0.10.356	2.0.10.356	03-29-2019	29-3-2019 14:09:35	15:09:35	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	3					3	1	3		MoodQuestProc	How much did the music help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	6	2693	MoodQuestions
Mood	125	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312724</Frequency><Timestamp dt:dt="r8">77216575895</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-125-1	60.005	1.0.0.399	1	-92178076	Professional	2.0.10.356	2.0.10.356	03-29-2019	29-3-2019 14:09:35	15:09:35	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	4					4	1	4		MoodQuestProc	How much did your own memory help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	7	2429	MoodQuestions
Mood	125	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312724</Frequency><Timestamp dt:dt="r8">77216575895</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-29T14:09:35Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-125-1	60.005	1.0.0.399	1	-92178076	Professional	2.0.10.356	2.0.10.356	03-29-2019	29-3-2019 14:09:35	15:09:35	2.0.10.252	6			4	1	4																			Mood	a	ExpList	Mood3	1	1	3	3	7				7	AffectGridProc				AffectGrid
Mood	13	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">44293846756</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-13-1	60.005	1.0.0.399	1	1344828075	Professional	2.0.10.356	2.0.10.356	03-14-2019	14-3-2019 11:16:22	12:16:22	2.0.10.252	1	1	It’s your birthday and your friends throw you an amazing surprise party! All of your favorite people are there, and they are having a great time together with you, doing the best imaginable birthday activities. 				E	1										1	1	1	excited			an excited	InitializeProc		IntExpList															
Mood	13	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">44293846756</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-13-1	60.005	1.0.0.399	1	1344828075	Professional	2.0.10.356	2.0.10.356	03-14-2019	14-3-2019 11:16:22	12:16:22	2.0.10.252	2																	2	1	2					Mood		IntExpList		1	1	1	1	6				7	AffectGridProc				AffectGrid
Mood	13	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">44293846756</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-13-1	60.005	1.0.0.399	1	1344828075	Professional	2.0.10.356	2.0.10.356	03-14-2019	14-3-2019 11:16:22	12:16:22	2.0.10.252	3	1	It’s your birthday and your friends throw you an amazing surprise party! All of your favorite people are there, and they are having a great time together with you, doing the best imaginable birthday activities. 	1	1	1	E	1	1		0	16	187688	600040		0	0				excited			an excited	MoodProc	?	ExpList	Music														
Mood	13	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">44293846756</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-13-1	60.005	1.0.0.399	1	1344828075	Professional	2.0.10.356	2.0.10.356	03-14-2019	14-3-2019 11:16:22	12:16:22	2.0.10.252	4			2	1	2																			Mood	a	ExpList	Mood2	1	1	2	2	6				8	AffectGridProc				AffectGrid
Mood	13	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">44293846756</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-13-1	60.005	1.0.0.399	1	1344828075	Professional	2.0.10.356	2.0.10.356	03-14-2019	14-3-2019 11:16:22	12:16:22	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	1					1	1	1		MoodQuestProc	How difficult did you find it to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	6	27049	MoodQuestions
Mood	13	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">44293846756</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-13-1	60.005	1.0.0.399	1	1344828075	Professional	2.0.10.356	2.0.10.356	03-14-2019	14-3-2019 11:16:22	12:16:22	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	2					2	1	2		MoodQuestProc	How much did the example story help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	6	10613	MoodQuestions
Mood	13	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">44293846756</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-13-1	60.005	1.0.0.399	1	1344828075	Professional	2.0.10.356	2.0.10.356	03-14-2019	14-3-2019 11:16:22	12:16:22	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	3					3	1	3		MoodQuestProc	How much did the music help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	5	14423	MoodQuestions
Mood	13	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">44293846756</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-13-1	60.005	1.0.0.399	1	1344828075	Professional	2.0.10.356	2.0.10.356	03-14-2019	14-3-2019 11:16:22	12:16:22	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	4					4	1	4		MoodQuestProc	How much did your own memory help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	7	4347	MoodQuestions
Mood	13	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">44293846756</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-14T11:16:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-13-1	60.005	1.0.0.399	1	1344828075	Professional	2.0.10.356	2.0.10.356	03-14-2019	14-3-2019 11:16:22	12:16:22	2.0.10.252	6			4	1	4																			Mood	a	ExpList	Mood3	1	1	3	3	6				8	AffectGridProc				AffectGrid
Mood	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-29T10:19:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312724</Frequency><Timestamp dt:dt="r8">31414292948</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-29T10:19:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-131-1	60.005	1.0.0.399	1	1350181543	Professional	2.0.10.356	2.0.10.356	03-29-2019	29-3-2019 10:19:08	11:19:08	2.0.10.252	1	1	It’s your birthday and your friends throw you an amazing surprise party! All of your favorite people are there, and they are having a great time together with you, doing the best imaginable birthday activities. 				E	1										1	1	1	excited			an excited	InitializeProc		IntExpList															
Mood	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-29T10:19:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312724</Frequency><Timestamp dt:dt="r8">31414292948</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-29T10:19:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-131-1	60.005	1.0.0.399	1	1350181543	Professional	2.0.10.356	2.0.10.356	03-29-2019	29-3-2019 10:19:08	11:19:08	2.0.10.252	2																	2	1	2					Mood		IntExpList		1	1	1	1	5				7	AffectGridProc				AffectGrid
Mood	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-29T10:19:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312724</Frequency><Timestamp dt:dt="r8">31414292948</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-29T10:19:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-131-1	60.005	1.0.0.399	1	1350181543	Professional	2.0.10.356	2.0.10.356	03-29-2019	29-3-2019 10:19:08	11:19:08	2.0.10.252	3	1	It’s your birthday and your friends throw you an amazing surprise party! All of your favorite people are there, and they are having a great time together with you, doing the best imaginable birthday activities. 	1	1	1	E	1	1		0	17	187327	600049		0	0				excited			an excited	MoodProc	?	ExpList	Music														
